speech_id	sentence_id	text	label
http://ldf.fi/semparl/speeches/s2018_1_169_011	train_23	Eläkeläisten osaamista pitää samoin hyödyntää mahdollistamalla joustava ja kannattava työnteko niille eläkeläisille, jotka haluavat tehdä töitä.	2
http://ldf.fi/semparl/speeches/s2017_1_054_083	train_24	Ja minä en missään tapauksessa yhdy tämäntyyppiseen toimintaan, että kansanedustajat tässä salissa väheksyvät eduskunnan arvovaltaa.	7
http://ldf.fi/semparl/speeches/s2021_1_124_208	train_25	Kun rikos aikanaan sitten tapahtuu, olisi tapaamisesta löytyvä vierasmerkintä erittäin tarpeellinen rikoksen tutkinnan kannalta.	0
http://ldf.fi/semparl/speeches/s2021_1_091_014	train_26	Meidän täytyy olla nyt valmiita sille, että sieltä saattaa tulla nopeita päätöksiä vetää joukkoja Yhdysvaltoihin, ja suomalaisten on tässä kohtaa oltava valmiina jo ennakolta, jottei meidän tarvitse joutua tällaiseen tilanteeseen, missä olemme nyt.	6
http://ldf.fi/semparl/speeches/s2017_1_054_084	train_27	Ei mahdollistetakaan sitä omaisuuden piilottamista.	0
http://ldf.fi/semparl/speeches/s2021_1_063_131	train_28	Valiokunta kiinnittää huomiota myös siihen, että jotta tästä säätelystä tulisi tehokasta, niin tarvitaan riittävät resurssit monialaiseen valvontaan.	0
http://ldf.fi/semparl/speeches/s2021_1_063_143	train_29	Totta kai ymmärrän nyt, että yrittäjä kantaa riskin siitä ja hänen pitää maksaa riittävän hyvä hinta, että he myyvät hänelle — näinhän se tietenkin menee.	0
http://ldf.fi/semparl/speeches/s2022_1_007_161	train_30	Niin kuin tuossa esittelypuheenvuorossa totesinkin, oikeuskäytäntökin syntyy työn kautta ja vielä vahvistuu ja saadaan myös kokemuksia siitä, millä tavalla lainsäädäntötyössä eduskunta onnistui 2018—2019 laatiessaan tiedustelulakeja.	0
http://ldf.fi/semparl/speeches/s2017_1_054_065	train_31	Että hallitus haluaisi sellaista, eikö ole aivan uskomatonta väitettä tämäntyyliset kuviot?	7
http://ldf.fi/semparl/speeches/s2017_1_054_103	train_32	Kukaan ei myöskään ole väittänyt, että kaikki hallintarekisteriä käyttävät olisivat rikollisia.	0
http://ldf.fi/semparl/speeches/s2017_1_074_246	train_33	Tämä on tervetullut ja vastaa täysin sitä, mitä maailmassa nyt on nähty ja mikä saattaa olla uhkana nykyajan tiedustelumenetelmille.	2
http://ldf.fi/semparl/speeches/s2018_1_169_037	train_34	Kysyisinkin, mitenkä siihen pystytään vastaamaan.	0
http://ldf.fi/semparl/speeches/s2018_1_169_010	train_35	Jag lyfter fram fem politiska åtgärder, eller starkare uttryckt reformer, som är nödvändiga i den snabba utveckling som pågår.	0
http://ldf.fi/semparl/speeches/s2021_1_125_140	train_36	EU:sta lähti pois rikas maa.	0
http://ldf.fi/semparl/speeches/s2020_1_021_036	train_37	Eli onko ohjeistusta syytä tarkentaa seuraavaa kertaa vasten joltain osin ihan turhan työn välttämiseksi molemmin puolin?	0
http://ldf.fi/semparl/speeches/s2021_1_125_018	train_38	Määräenemmistöpäätösten laajentamiseen ei tule suostua edes siinä tilanteessa, että se näyttäisi hetkellisesti etumme mukaiselta — voi tulla tilanne, että se ei enää sitä ole.	6
http://ldf.fi/semparl/speeches/s2022_1_007_155	train_39	Itse tulkitsen asian positiivisena signaalina siinä mielessä, että kun on hiljaista, niin se on merkki siitä, että asiat toimivat.	2
http://ldf.fi/semparl/speeches/s2021_1_091_034	train_40	Mutta nyt se täytyy tehdä, koska apua tarvitaan Afganistaniin evakuointiin nopeasti.	2
http://ldf.fi/semparl/speeches/s2022_1_007_170	train_41	— Edustaja Mäkelä, olkaa hyvä.	0
http://ldf.fi/semparl/speeches/s2020_1_146_088	train_42	Tällä esityksellä pyritään siihen, että erityisesti nyt sitten raskaan liikenteen puolella tällä hankintatuella pystyttäisiin vauhdittamaan kaasukäyttöisten ajoneuvojen leviämistä ja käyttöön saamista.	2
http://ldf.fi/semparl/speeches/s2017_1_054_139	train_43	Eli eivät nämä asiat ja nämä huolet ihan opposition omia keksintöjä ole.	0
http://ldf.fi/semparl/speeches/s2021_1_125_069	train_44	[Puhemies koputtaa]	0
http://ldf.fi/semparl/speeches/s2021_1_125_168	train_45	Kun päästäisiin ihan aitoon yhteistyöhön Euroopassa taloudellisesti ja näissä tärkeissä asioissa — ja sellaisessa muodossa, johon voisivat tulla mukaan myös ne eurooppalaiset valtiot, jotka eivät nyt siinä mukana ole, esimerkiksi Venäjäkin pitkällä aikavälillä voisi olla tässä mukana — se olisi koko Euroopan etu.	2
http://ldf.fi/semparl/speeches/s2021_1_125_034	train_46	Eurojäsenyyden on myöntänyt virheeksi jo hyvinkin moni tutkija, sen, että me euroon liityimme.	5
http://ldf.fi/semparl/speeches/s2021_1_125_024	train_47	Olen saanut elää koko elämäni avoimessa ja demokraattisessa Euroopassa, jossa Tulenkantajien arvot ovat monella tapaa toteutuneet.	2
http://ldf.fi/semparl/speeches/s2020_1_045_001	train_48	Käsittelyn pohjana on perustuslakivaliokunnan mietintö PeVM 9/2020 vp.	0
http://ldf.fi/semparl/speeches/s2021_1_125_014	train_49	EU:n kilpailukykystrategian keskiössä on kaksoissiirtymä eli vihreä ja digitaalinen siirtymä.	0
http://ldf.fi/semparl/speeches/s2017_1_054_129	train_50	Arvoisa herra puhemies!	0
http://ldf.fi/semparl/speeches/s2020_1_021_035	train_51	Niiden avulla pyrittiin varmistumaan siitä, että ulkopuolisilta saadut tukisuoritukset oli merkitty oikein näihin ilmoituksiin.	0
http://ldf.fi/semparl/speeches/s2021_1_125_150	train_52	Ja näin sitten tapahtui, että liittyminen toteutui.	0
http://ldf.fi/semparl/speeches/s2021_1_063_141	train_53	— Ennemminkin kysyisin, onko niin, että koska meillä luonnontuotekeruuala on ollut pitkälti sääntelemätön, hyvin heikosti säännelty niin pitkään, niin se on tuottanut sinne sellaisia rakenteita, että se tänä päivänä Suomessa on, mitä se on.	0
http://ldf.fi/semparl/speeches/s2021_1_125_018	train_54	On torjuttava päättäväisesti unionin pyrkimykset puuttua näihin asioihin.	0
http://ldf.fi/semparl/speeches/s2018_1_169_004	train_55	Keskiössä on oltava osaaminen, ei tutkintonimikkeet.	0
http://ldf.fi/semparl/speeches/s2020_1_146_081	train_56	Toisaalta juuri tästä pienestä tukisummasta johtuen pidän ymmärrettävänä, että tuki on varsin tarkkaan tässä esityksessä ja tässä mallissa nyt rajattu.	0
http://ldf.fi/semparl/speeches/s2021_1_125_136	train_57	EU:n toimintakyky erilaisten kriisien hoidossa ei ole kummoinen.	5
http://ldf.fi/semparl/speeches/s2021_1_125_132	train_58	Huolestuttavat kehityssuunnat erityisesti Unkarissa ja Puolassa korostavat sitä, että toimia oikeusvaltion vahvistamiseksi on päättäväisesti jatkettava.	6
http://ldf.fi/semparl/speeches/s2020_1_045_017	train_59	Arvoisa puhemies!	0
http://ldf.fi/semparl/speeches/s2021_1_131_182	train_60	Oli tosiaankin hyvä, että Suomessa pystyttiin tekemään se korotus.	2
http://ldf.fi/semparl/speeches/s2021_1_124_222	train_61	Edustaja Ovaska puhuu viisaita, niin kuin hyvin usein hän täällä salissa puhuu.	3
http://ldf.fi/semparl/speeches/s2021_1_125_121	train_62	Toivon, että näihin isoihin kysymyksiin Euroopan unioni perehtyisi aidosti ja palauttaisi demokratian oikealle tasolle.	2
http://ldf.fi/semparl/speeches/s2021_1_125_024	train_63	Nyt on oikea hetki palauttaa mieliin, että eivät ilmastonmuutos ja luontokatokaan katso valtioiden rajoja.	2
http://ldf.fi/semparl/speeches/s2020_1_045_011	train_64	Perustuslakivaliokunta on tässä onnistunut ja samalla ihan aiheellisesti antanut kritiikkiä hallitukselle lainvalmistelusta, sen menettelytavoista ja myös näistä oikeudellisista seikoista, joita on ollut esillä niin viime kuin tälläkin viikolla.	0
http://ldf.fi/semparl/speeches/s2021_1_125_125	train_65	Maksaja on siis suomalainen veronmaksaja.	0
http://ldf.fi/semparl/speeches/s2021_1_125_164	train_66	On ladattu komission esitykseen liikaa arvovaltaa, että se rakenteellisesti ja kokonaisvaltaisesti enää muuttuisi tekemisensä jälkeen.	5
http://ldf.fi/semparl/speeches/s2017_1_054_134	train_67	Tämä EU-asetus on ollut Suomen osalta voimassa jo vuodesta 2014 lähtien.	0
http://ldf.fi/semparl/speeches/s2018_1_169_044	train_68	Ensimmäisen kerran tämä selonteko oli kaksiosainen, ja se on mahdollistanut laaja-alaisemman ja syvällisemmän keskustelun tästä tärkeästä aiheesta.	0
http://ldf.fi/semparl/speeches/s2017_1_054_124	train_69	Onko Ranska muuttamassa järjestelmää?	0
http://ldf.fi/semparl/speeches/s2021_1_125_135	train_70	Edustaja Elomaa, olkaa hyvä.	0
http://ldf.fi/semparl/speeches/s2021_1_125_146	train_71	Sen jälkeen he antavat meille tuomion, olemmeko täällä kansanedustajina vai emme.	0
http://ldf.fi/semparl/speeches/s2021_1_131_188	train_72	Kyllähän todellakin polttoaineveron korotus ja polttoaineiden hinnannousu iskevät suoraan Suomen vientiteollisuuteen ja kuljetusyrityksiin.	5
http://ldf.fi/semparl/speeches/s2018_1_169_011	train_73	Eduskuntaryhmämme on pitänyt esillä sosiaaliturvajärjestelmän uudistamistarvetta ja kehittänyt oman kannustavan perusturvamallin.	0
http://ldf.fi/semparl/speeches/s2021_1_131_179	train_74	[Päivi Räsänen: Arvoisa puhemies, oliko tämä seitsemän minuuttia?]	0
http://ldf.fi/semparl/speeches/s2017_1_054_071	train_75	Mikä on viimeisin esimerkki kokoomuslaisesta, joka on ajanut hallintarekisteröinnin sallimista Suomeen?	0
http://ldf.fi/semparl/speeches/s2021_1_131_180	train_76	Vastaavasti vuonna 2018 annetussa sivistysvaliokunnan lausunnossa todetaan, että ”valiokunnan asiantuntijakuulemisessa ehdotettiin kotikuntakorvauksen muuttamista yhdenvertaiseksi kaikille perusopetuksen oppilaille siten, että se olisi kaikille opetuksen järjestäjille samantasoinen”.	0
http://ldf.fi/semparl/speeches/s2018_1_169_025	train_77	Se on aivan erilaista työtä huomenna kuin tänään.	0
http://ldf.fi/semparl/speeches/s2017_1_054_119	train_78	Pyytäisin, että tähän kiinnitetään huomiota, sillä meillä kaikilla on varmasti tavoitteena huolehtia siitä, että porsaanreikiä on mahdollisimman vähän.	2
http://ldf.fi/semparl/speeches/s2017_1_054_138	train_79	Johan tässä on useampia puheenvuoroja asian tiimoilta tänä iltanakin käytetty.	0
http://ldf.fi/semparl/speeches/s2020_1_021_032	train_80	Esimerkiksi lain 4 §:ssä tarkoitetut ehdokkaan vaalirahoituksen rajoitukset eivät kuulu tarkastusviraston valvontakokonaisuuteen vaan poliittisen vastuun piiriin.	0
http://ldf.fi/semparl/speeches/s2018_1_169_051	train_81	Ja eräs tähän koko asiaan liittyvä kokonaisuus on myöskin osatyökykyisten työllistäminen, josta on tänä päivänä täällä puhuttu.	0
http://ldf.fi/semparl/speeches/s2017_1_074_247	train_82	On tärkeää, että lainsäädäntö etenee myös sillä tavalla, että pystytään näihin uhkiin vastaamaan.	6
http://ldf.fi/semparl/speeches/s2021_1_131_180	train_83	Vuoden 2019 hintaselvityksen mukaan keliakian hoidon kustannukset ovat 59 euroa kuukaudessa eli 708 euroa vuodessa, mikä johtuu siitä, että tämä ruokavaliohoito keliakiapotilailla on kalliimpaa kuin normaalisti.	0
http://ldf.fi/semparl/speeches/s2020_1_045_006	train_84	On tärkeää, että hallitus toi hyvissä ajoin nämä jatkamisasetukset eduskunnan käsittelyyn.	2
http://ldf.fi/semparl/speeches/s2021_1_125_160	train_85	Arvoisa puhemies!	0
http://ldf.fi/semparl/speeches/s2021_1_125_026	train_86	Arvoisa puhemies!	0
http://ldf.fi/semparl/speeches/s2020_1_092_110	train_87	Täytyy muistaa se, että todellakin muun muassa Hollannissa, Isossa-Britanniassa, Irlannissa, Sveitsissä, Kreikassa, Kyproksella on tehty ihan vastaavalla tavalla tässä poikkeuksellisessa tilanteessa tämä koron lasku nollaan ja katsottu, että nyt tässä tilanteessa on äärimmäisen tärkeää auttaa näitä yrityksiä tämän kuolemanlaakson yli.	2
http://ldf.fi/semparl/speeches/s2022_1_007_155	train_88	Siinä onnistuttiin hyvässä parlamentaarisessa hengessä, ja sitä kannattaa kunnioittaa, että mitään moitittavaa ei pääse tapahtumaan.	0
http://ldf.fi/semparl/speeches/s2022_1_007_151	train_89	Tämä vuosi 2020 oli tiedusteluvalvontavaltuutetulle ja tietenkin koko laille ja myös valiokunnalle ensimmäinen kokonainen toimintavuosi tiedustelulakien voimaan astumisen jälkeen kesällä 2019.	0
http://ldf.fi/semparl/speeches/s2021_1_125_138	train_90	Näin on kuitenkin käynyt.	0
http://ldf.fi/semparl/speeches/s2018_1_169_004	train_91	Tämän vuoksi tarvitsemme laaja-alaista keskustelua sosiaaliturvasta.	0
http://ldf.fi/semparl/speeches/s2018_1_169_036	train_92	Pätkätöiden määrä tulee lisääntymään, ja se, millä alustalla niitä tehdään, tulee monimutkaistumaan, ja on epäselvää, tehdäänkö työtä työntekijänä vai yrittäjänä, tähän liittyvät erilaiset vakuutusmaksut — siis aidot vakuutusmaksut — sosiaaliturva, eläkevakuutusmaksut.	0
http://ldf.fi/semparl/speeches/s2022_1_007_153	train_93	Tähän asiaan suhtauduttiin laajasti myönteisesti, että näitä sotilasuhkia ja terroristista toimintaa saataisiin valvottua, mutta oli myös epäilyksiä siitä, voitaisiinko näitä valtuuksia käyttää esimerkiksi poliittisesti epäkorrekteja näkemyksiä esittävien seuraamiseen.	6
http://ldf.fi/semparl/speeches/s2021_1_131_186	train_94	Suomessa kulkevat tavarat kumipyörillä, eivät mene rautatiet joka paikkaan, eivätkä metrot eikä muut, vaan se kulkee kumipyörillä, ja nimenomaan se vaikuttaa tavaroihin tai henkilöliikenteeseen.	0
http://ldf.fi/semparl/speeches/s2018_1_169_048	train_95	Ja oikeastaan koulutuksen ehkä tärkein tehtävä on osata motivoida ihmisiä tähän elinikäiseen oppimiseen, kutsuttiin sitä sitten millä nimellä tahansa.	2
http://ldf.fi/semparl/speeches/s2021_1_125_136	train_96	Puolan perustuslakituomioistuin on linjannut, että osa EU:n perussopimusten artikloista on maan perustuslain vastaisia, ja liittovaltiokiihkoinen komissio veti herneet nenään.	7
http://ldf.fi/semparl/speeches/s2021_1_131_182	train_97	Tämä lähtee siitä, että silloin heti hallituskauden alussa tehtiin tämä energiaverojen korotus, 250 miljoonaa euroa, joka nyt sitten tämän hallituskauden aikana ikään kuin joka vuodelle tuo sen oman korotustasonsa.	0
http://ldf.fi/semparl/speeches/s2021_1_063_145	train_98	No, nyt erityisesti näiden marjanpoimijoiden kohdalla on tehty tämmöinen hyvin kummallinen häkkyrä, joka ei istu meidän ulkomaalaislainsäädäntöön, jotta ollaan voitu välttää se, että meillä normaalisti tullaan tänne tienaamaan joko yrittäjänä tai työsuhteisena.	8
http://ldf.fi/semparl/speeches/s2021_1_125_051	train_99	Tätä listaa selaileva ymmärtää, minkälaiseen hetteikköön joudutaan, jos eritellään poliittisesti investoinnit ja muut hyvät menot — eihän se toimi.	0
http://ldf.fi/semparl/speeches/s2021_1_091_002	train_100	Selonteon mukaan edellä mainittujen päätösten kattama evakuoitavien henkilöiden kokonaismäärä on tämän hetken arvion mukaan noin 170 henkilöä.	0
http://ldf.fi/semparl/speeches/s2017_1_054_113	train_101	Nyt teidän kantanne on muuttunut, mutta tämä hallitus on edelleen se, joka tulee sallimaan hallintarekisterin käytön suomalaisille omistajille ulkomaalaisten arvopaperikeskusten kautta, ja sitä tosiasiaa ei muuta mikään vanha esimerkki, mitä edustaja Heinonen [Puhemies koputtaa] sieltä historian syövereistä kaivaa.	0
http://ldf.fi/semparl/speeches/s2021_1_125_160	train_102	Toivon, että Suomen eduskunta voi hyvin, mutta se perintö, minkä jätämme tässä talossa seuraaville edustajille, ei varmasti ole hyvä, ja pahoin pelkään, että sitten päätetään semmoisista asioista, [Puhemies koputtaa] joista ei kukaan tykkää yhtään.	6
http://ldf.fi/semparl/speeches/s2021_1_125_095	train_103	No, minäpä aloitan sitten ajan alusta, koska tämä, anteeksi vain, nyt kyllä sekoitti minun ajatukseni aika loistavasti.	4
http://ldf.fi/semparl/speeches/s2018_1_169_006	train_104	Teknologisen kehityksen seurauksena työtehtäviä ja kokonaisia ammatteja häviää ja uusia syntyy.	0
http://ldf.fi/semparl/speeches/s2021_1_125_140	train_105	On outo ajatus, miten jonkun maan poliitikko voi ajatella niin, että oman maan perustuslaki on jonkun ylikansallisen säätelyn alapuolella.	8
http://ldf.fi/semparl/speeches/s2020_1_045_005	train_106	Pinnan alla muhivat ongelmat voivat nousta pintaan poikkeavissa oloissa.	6
http://ldf.fi/semparl/speeches/s2022_1_007_161	train_107	Ehkä kuitenkin ennen vastauksia haluan kanssa itse alleviivata sitä osaa tuosta meidän mietintömme yleishengestä, että Suomeen on tosiaan syntynyt ja syntymässä myös tiedustelutoiminnalle oma kulttuuri.	0
http://ldf.fi/semparl/speeches/s2018_1_169_047	train_108	Yksi näkökulma on yrityksiin sitoutunut pääoma.	0
http://ldf.fi/semparl/speeches/s2020_1_021_035	train_109	Otan kantaa tässä lyhyessä puheenvuorossani sekä eduskuntavaaleihin että seuraavassa asiakohdassa oleviin EU-vaaleihin.	0
http://ldf.fi/semparl/speeches/s2021_1_063_132	train_110	Näin.	0
http://ldf.fi/semparl/speeches/s2017_1_054_117	train_111	Nyt kiinnostaakin se, mitä oppositio aikoo näitten ponsien osalta äänestää.	0
http://ldf.fi/semparl/speeches/s2021_1_125_061	train_112	— Kiitos.	0
http://ldf.fi/semparl/speeches/s2021_1_125_158	train_113	Toinen, missä EU on varsin totaalisesti epäonnistunut, on maahanmuuttopolitiikka ja rajavalvonta.	5
http://ldf.fi/semparl/speeches/s2021_1_125_018	train_114	Uudessa selonteossa tulee nostaa kansallinen etu ja sääntöpohjaisuus Suomen EU-politiikan keskiöön.	0
http://ldf.fi/semparl/speeches/s2017_1_054_134	train_115	Kova ennakkovero tekee ulkomaisen hallintarekisterin käytön täysin kannattamattomaksi, ja verotulot tulevat suoraan Suomen valtiolle.	0
http://ldf.fi/semparl/speeches/s2020_1_045_004	train_116	Ja jos tähän malliin jatketaan, niin kyllä meidän hyvinvointivaltiomme tulee tästä kunnialla selviämään.	2
http://ldf.fi/semparl/speeches/s2021_1_125_071	train_117	Ehkä nyt erona tähän keskusteluun muista Euroopan maista: siellä puhutaan paljon enemmän näistä haasteista, näistä ongelmista, miten me selviämme tulevan vuosikymmenen, vuosisadan siinä paineessa, missä nyt globaalisti olemme niin kaupan kuin ulko‑ ja turvallisuuspolitiikankin kannalta.	0
http://ldf.fi/semparl/speeches/s2018_1_169_053	train_118	Vielä muutama sananen näistä osatyökykyisistä.	0
http://ldf.fi/semparl/speeches/s2021_1_091_038	train_119	Arvoisa puhemies!	0
http://ldf.fi/semparl/speeches/s2021_1_063_147	train_120	Oli mielenkiintoista seurata hallituspuolueitten välistä kädenvääntöä marjanpoiminnasta.	0
http://ldf.fi/semparl/speeches/s2021_1_131_174	train_121	Arvoisa puhemies!	0
http://ldf.fi/semparl/speeches/s2021_1_125_067	train_122	Ruoantuottajilta on pudonnut lyhyessä ajassa neljännes tuloista, ja nyt ympäristövaatimusten takia tilanne pahenee entisestään.	5
http://ldf.fi/semparl/speeches/s2020_1_045_002	train_123	Eduskunta päättää, saako asetus jäädä voimaan vai onko se kumottava osittain tai kokonaan.	0
http://ldf.fi/semparl/speeches/s2021_1_131_179	train_124	Meni hyvin alle kymmeneen minuuttiin.	0
http://ldf.fi/semparl/speeches/s2021_1_125_128	train_125	— Kiitos.	0
http://ldf.fi/semparl/speeches/s2017_1_054_148	train_126	Arvoisa puhemies!	0
http://ldf.fi/semparl/speeches/s2018_1_169_024	train_127	Mutta kun puhutaan tulevaisuudesta, ei voi olla näin.	6
http://ldf.fi/semparl/speeches/s2017_1_054_057	train_128	Tällä viikolla ovat vielä monet pienyrittäjät ja heidän järjestönsä puhuneet siitä, että tällaista esitystä ei pitäisi tehdä, puhumattakaan nyt sitten siitä, että poliisitoimessa olevat kansanedustajat ovat käyttäneet vastaavanlaisia puheenvuoroja täällä eduskunnassa.	5
http://ldf.fi/semparl/speeches/s2020_1_045_005	train_129	Terveyden ja hyvinvoinnin laitoksen mukaan epidemia leviää nopeasti.	6
http://ldf.fi/semparl/speeches/s2021_1_125_026	train_130	— Kiitos.	0
http://ldf.fi/semparl/speeches/s2020_1_092_117	train_131	Kun tässä on taustalla nämä aikaisempien vuosien tapahtumat, jolloin päätöksentekijät eduskunnassa näkivät aivan perustelluksi sen, että tätä nimittämistoimivaltaa siirretään valtioneuvostolle, niin oli mielestäni aivan tärkeää ja olennaista, että me nyt tässä vaiheessa kävimme tästä huolellisen keskustelun, analysoimme tilannetta ja myöskin, niin kuin edustaja Semi mainitsi, kirjasimme ylös, että haluamme seurata tämän muutoksen tuomia muutoksia ja millä tavalla tämä tilanne lähtee nyt kehittymään.	0
http://ldf.fi/semparl/speeches/s2020_1_146_090	train_132	Tämä on minun käsitykseni asiasta.	0
http://ldf.fi/semparl/speeches/s2018_1_169_026	train_133	Yhdenvertaisuusvaltuutetun kertomus, jota käsiteltiin viime viikolla salissa, nosti esiin sen, että edelleen ihmisten alkuperään ja etniseen taustaan liittyvät syrjinnän kokemukset ovat elementti, josta toimistoon tulee kaikista eniten ilmoituksia.	5
http://ldf.fi/semparl/speeches/s2020_1_021_032	train_134	Edellisissä vaaleissa 56 prosenttia teki ennakkoilmoituksen, eli laskua on tapahtunut ennakkoilmoitusten suhteen.	5
http://ldf.fi/semparl/speeches/s2018_1_169_006	train_135	Jatkuva elinikäinen oppiminen on tapa pitää kaikki ihmiset tässä murroksessa mukana.	2
http://ldf.fi/semparl/speeches/s2018_1_169_003	train_136	Siten myös ehkäisemme tehokkaimmin syrjäytymistä.	2
http://ldf.fi/semparl/speeches/s2017_1_054_068	train_137	Sitten päätetään ennakonpidätyslausumasta, ja nyt kolmannella viikolla valiokunnan puheenjohtaja tuo vielä uuden lausumaesityksen, jolla hän haluaa korvata valiokunnan mietintöön [Puhemies koputtaa] sisältyvän lausuman johtuen siitä, että yhden yhdyssanan loppuosa on väärin.	8
http://ldf.fi/semparl/speeches/s2021_1_125_052	train_138	Edustaja Heikkinen, Hannakaisa.	0
http://ldf.fi/semparl/speeches/s2018_1_169_005	train_139	2030-luku on yhtä kaukana kuin vuosi 2008, ja siihen mennessä maailman pitäisi esimerkiksi pystyä puolittamaan hiilidioksidipäästönsä, jotta ilmastokriisi voidaan selättää.	2
http://ldf.fi/semparl/speeches/s2021_1_091_016	train_140	— Kiitos.	0
http://ldf.fi/semparl/speeches/s2021_1_125_105	train_141	Arvoisa puhemies!	0
http://ldf.fi/semparl/speeches/s2018_1_169_005	train_142	YK:n vision pohjalta SDP:n tulevaisuuslinjan lähtökohtana on kestävyys kaikessa: taloudessa, meidän ihmisten arjessa ja ympäristössä.	0
http://ldf.fi/semparl/speeches/s2021_1_125_146	train_143	Me luomme nyt semmoisia valtavia sosiaalisia virastoja, niin kuin tässä selonteossa, mitä käsittelemme, ja siellä ruvetaan kohta seuraamaan asioita.	6
http://ldf.fi/semparl/speeches/s2021_1_124_214	train_144	Edustaja Rantanenhan tässä ei antanut semmoista mielikuvaa, että aina kyseessä olisi tämä tilanne, että mitä tahansa ministeriö sanoo, niin sen mukaan sitten hallituspuolueet toimivat.	0
